,Document,Category
4155,"Surrogacy: new parents stuck in US amid Covid-19 shutdown James Washington, a 37-year-old lawyer originally from Norfolk, UK, was on the US Department of State website last Thursday trying to arrange a passpo …",Life-and-Style
4156,Could coronavirus-enforced streaming mean better blockbusters? There are few more problematic venues than the local multiplex if your aim is to avoid contracting Covid-19. That’s why cinemas were among the first b …,Film
4157,"The 25 best Tom Hanks films – ranked! 25. Larry Crowne (2011) Yikes. This was one of the Hankster’s two directorial credits and it is a dull and lifeless autumn-years romcom, with Hanks pl …",Film
4158,"Rapper Bugzy Malone involved in serious motorbike accident The Manchester rapper Bugzy Malone, AKA Aaron Davis, has been seriously injured after his motorbike hit a car on the streets of Bury. CCTV footage sho …",Music
4159,"'In homage to cockroach limbs': Tom Hooper's Cats commentary deepens the mystery Tom Hooper, the Oscar-winning director of The King’s Speech, has revealed some of the logic behind the creative choices guiding his most recent film, …",Film
4160,Alice Coltrane: where to start in her back catalogue The album to start with Journey in Satchidananda (1971) The first thing to understand about composer and musician Alice Coltrane’s catalogue is that t …,Music
4161,"Download and Isle of Wight festivals cancelled due to coronavirus Isle of Wight and Download festivals, two of the first major events in the UK’s summer music calendar, have cancelled their 2020 events due to Covid-1 …",Music
4162,"'The perfect time to start': how book clubs are enduring and flourishing during Covid-19 My book club was the first to concede defeat. Before my gym, hair salon and therapist accepted that there could be no more business as usual as the co …",Books
4163,"UK greenhouse gas emissions fall for seventh year in a row The UK’s greenhouse gas emissions fell for a seventh consecutive year in 2019 after a record year for renewable energy, according to government figure …",Business
4164,Europe's airlines expected to lose $76bn in passenger revenues in 2020 Europe’s airlines are expected to lose $76bn (£63bn) in passenger revenues over the course of 2020 because of travel bans combating the spread of the …,Business
4165,London fire tests emergency response amid coronavirus crisis Emergency services faced a test of their ability to cope against the backdrop of the Covid-19 pandemic as firefighters fought to contain a major blaze …,UK-News
4166,"UK blood couriers 'not given gloves and hand sanitiser' for Covid-19 samples A group of blood couriers are launching legal action against a testing lab, arguing they are not being given sufficient protection while transporting …",Business
4167,La Passione review – Grisey's masterpiece endures Finding contemporary works to programme alongside Gérard Grisey’s Quatre Chants pour Franchir le Seuil (Four Songs for Crossing the Threshold) is an a …,Music
4168,Finally working on that novel as you self-isolate? You're not alone If you’re one of those people who always said they would write a novel if only they had the time: this is your moment. As more budding writers self-is …,Books
4169,Royal Navy shadows Russian ships after 'high activity' in Channel Nine Royal Navy ships were involved in a major operation shadowing seven Russian vessels who had lingered in the Channel for several days this month a …,UK-News
4170,"Zip it, Kim Kardashian – Taylor Swift is the Marmite we're all coming to love In a way I’m glad that Kim Kardashian has reignited a four-year-old feud with Taylor Swift based on an 11-year-old feud with Taylor Swift that was all …",Life-and-Style
4171,Quarantine companions: 'If you can give a pet a home whilst self-isolating it’s fabulous' Andrew has always wanted a cat of his own. When he was 10 he presented his parents with a dossier that laid out the case for getting him a kitten. His …,Life-and-Style
4172,"UK police use drones and roadblocks to enforce lockdown A police force has defended using a drone camera to shame people into not driving into a national park during the lockdown, while another force said i …",UK-News
4173,MPs no longer to get automatic vote on constituency boundary plans MPs will no longer automatically get a vote on any future plans to redraw constituency boundaries. The government had planned to reduce the number of …,Politics
4174,Bank of England warns of long term damage to economy The Bank of England has warned there are mounting risks of widespread job losses and companies going out of business across Britain as the economic co …,Business
4175,"Chess: Candidates stopped at midway point after Russia suspends air traffic The world championship Candidates in Ekaterinburg was abruptly stopped on Thursday morning, with seven of 14 rounds played, after the Russian governme …",Sport
4176,"Michael Gerard obituary My father, Michael Gerard, who has died aged 73, was a teacher with a great passion for music. He was proud to have founded the Greenshoots Ceilidh Or …",Music
4177,Record jump in US jobless claims as Covid-19 drives America into recession - as it happened US jobless claims surged by the most on record in the last week as the coronavirus outbreak’s devastating economic effects become clear in the world’s …,Business
